CellID,UMAP1,UMAP2
SRR3290185,3.3626924,1.4485626
SRR3290185,2.818213,0.20665203
SRR3290185,2.4716797,1.1464709
SRR3290185,3.2375815,0.7735764
SRR3290185,2.5739682,1.6885741
SRR3290185,3.2778966,0.6192614
SRR3290185,1.546502,1.5288154
SRR3290185,2.316938,1.024807
SRR3290185,2.5878232,0.3145508
SRR3290185,4.360695,0.78564495
SRR3290185,3.1284137,1.466833
SRR3290185,2.0413296,0.9611835
SRR3290185,3.2305615,1.185547
SRR3290185,3.4113598,0.4623056
SRR3290185,3.2601943,1.4174373
SRR3290185,0.5641242,1.2185756
SRR3290185,3.115526,0.18511756
SRR3290185,15.464002,-1.1311971
SRR3290185,3.8175285,1.3642219
SRR3290185,2.1651232,1.7709771
SRR3290188,16.44504,-1.4994044
SRR3290188,16.761972,-3.4650798
SRR3290188,18.342855,-0.8684018
SRR3290188,16.495485,-1.5642308
SRR3290188,17.922321,-5.0065484
SRR3290188,16.720015,-2.51456
SRR3290188,15.961105,-1.876604
SRR3290188,17.472818,-1.2012028
SRR3290188,17.710836,-4.7981157
SRR3290188,17.022385,-2.0267804
SRR3290188,16.259039,-0.75496805
SRR3290188,17.095417,-2.705333
SRR3290188,17.57003,-2.9483867
SRR3290188,17.36846,-4.2901134
SRR3290188,15.753572,-2.4281564
SRR3290188,16.402843,-3.0430777
SRR3290188,18.004814,-2.7432003
SRR3290188,17.747639,-2.4583006
SRR3290188,16.457922,-3.4323642
SRR3290188,17.320995,-3.2475848
SRR3290188,16.149158,-2.0617504
SRR3290188,15.954716,-1.8727229
SRR3290188,17.201216,-2.5868905
SRR3290188,17.482801,-1.2361873
SRR3290188,16.66084,-3.4610317
SRR3290188,17.17577,-3.715324
SRR3290188,17.642895,-3.4381735
SRR3290188,17.58222,-2.9544613
SRR3290188,18.090765,-3.855499
SRR3290188,17.85658,-3.7011979
SRR3290188,16.639824,-2.879491
SRR3290188,16.532326,-3.4537647
SRR3290188,17.470997,-2.3547828
SRR3290188,17.394817,-1.3699217
SRR3290188,16.610027,-1.7615032
SRR3290188,17.352377,-2.2618766
SRR3290188,16.451971,-0.79272985
SRR3290188,17.969486,-2.6140916
SRR3290188,17.783922,-0.9168504
SRR3290188,16.303427,-1.9567889
SRR3290188,16.450806,-0.31670755
SRR3290188,16.847927,-1.8895711
SRR3290188,17.01704,-3.161247
SRR3290188,18.166895,-3.3337736
SRR3290188,16.851332,-3.196
SRR3290188,16.021717,-2.1492417
SRR3290188,18.094797,-1.7187619
SRR3290188,16.72873,-3.699875
SRR3290188,16.953941,-2.38399
SRR3290188,17.28887,-2.0128956
SRR3290188,17.210293,-2.149188
SRR3290188,17.052305,-2.877967
SRR3290188,17.571144,-4.629181
SRR3290188,17.88196,-3.239309
SRR3290188,16.14929,-2.889451
SRR3290188,16.760569,-0.821796
SRR3290188,17.256144,-1.4053053
SRR3290188,18.315044,-3.138079
SRR3290188,17.446917,-1.5015328
SRR3290188,18.482996,-1.6844227
SRR3290188,17.532143,-4.613439
SRR3290188,16.26782,-1.9495893
SRR3290188,15.890252,-1.9623731
SRR3290188,16.360031,-2.9838686
SRR3290188,16.351704,1.4201411
SRR3290188,16.603306,-3.743094
SRR3290188,17.687151,-3.0645216
SRR3290188,17.93486,-1.6359975
SRR3290188,16.357908,-2.812772
SRR3290188,17.634878,-2.2911224
SRR3290188,16.195103,-2.4756722
SRR3290188,17.178946,-1.864749
SRR3290188,17.356956,-3.9482374
SRR3290188,17.819366,-5.1478286
SRR3290188,17.423452,-2.215752
